Soft Tissues,Bones
132.606,248.64
33.1684093277038,95.021408659745
11.7772942856958,38.0684806664315
6.176391627233,53.3931509480269
3.35760552905292,28.3872093983804
2.08990425949882,18.3603161259355
1.34410476350637,12.2561297302052
0.922523824640657,8.63136531873735
0.65358675494225,6.24032902089203
0.507536977123917,4.88534858221351
0.39906417238848,3.85966543852304
0.311994394628358,3.02793126811257
0.245129290587161,2.38054933190608
0.197270507008501,1.90792289082755
0.165705558407382,1.58663253016201
0.140519647324016,1.32708709502081
0.119941625036677,1.11338469007572
0.103755402737601,0.943772944306389
0.0917448916190257,0.816499486692504
0.0833123380090835,0.725876395524949
0.0760214297813111,0.647092918553491
0.0694527038101055,0.575879270376181
0.06357611359685,0.511962874380167
0.0583616126429277,0.455071153952595
0.0537791544497219,0.404931532480613
0.0497986925186159,0.361271433351367
0.0463901803509927,0.323818279952006
0.0435235714482357,0.292299495669677
0.0411688193117281,0.266442503891525
0.0392601279529102,0.245556171156904
0.0375600684196408,0.226920512878201
0.0360210261879202,0.210007780214359
0.0346319267221508,0.194715884851232
0.033381695486735,0.180942738474672
0.0322592579460752,0.168586252770531
0.0312535395645738,0.157544339424662
0.0303534658066331,0.147714910122916
0.0295479621366554,0.138995876551147
0.0288259540190433,0.131285150395206
0.0281745027300852,0.124440144985884
0.0275742951589581,0.118144506675527
0.0270199226630079,0.112329056609127
0.0265081681825229,0.106968305930836
0.0260358146577916,0.102036765784804
0.0255996450291022,0.0975089473151815
0.0251964422367431,0.0933593616661202
0.0248229892210026,0.0895625199817707
0.0244760689221691,0.0860929334062836
0.0241524642805308,0.0829251130838098
0.023848763422224,0.0800206997926793
0.0235616076315931,0.0772867395464967
0.0232902101754732,0.0747098078436711
0.0230340932714038,0.0722904346666968
0.0227927791369243,0.0700291499980681
0.0225657899895741,0.0679264838202792
0.0223526480468927,0.0659829661158245
0.0221528755264196,0.0641991268671981
0.021965994645694,0.0625754960568944
0.0217915276222555,0.0611126036674076
0.0216282235592885,0.0597965989543254
0.0214710813181108,0.0585412613739488
0.0213191447338953,0.0573315488719408
0.0211722435706044,0.0561667483247869
0.0210302075922005,0.0550461466089728
0.0208928665626458,0.0539690306009844
0.0207600502459027,0.0529346871773073
0.0206315884059334,0.0519424032144271
0.0205073108067004,0.0509914655888296
0.0203870472121659,0.0500811611770006
0.0202706273862923,0.0492107768554257
0.0201578810930419,0.0483795995005906
0.020048638096377,0.0475869159889811
0.0199427281602599,0.0468320131970828
0.0198399810486529,0.0461141780013815
0.0197402265255185,0.0454326972783628
0.0196432943548188,0.0447868579045126
0.0195490143005162,0.0441759467563164
0.0194572161265731,0.04359925071026
0.0193677295969518,0.0430560566428291
0.0192804105843059,0.0425436407164394
0.0191952866710886,0.0420494298188784
0.0191123189328292,0.0415712222016298
0.0190314469104035,0.0411088495297719
0.0189526101446876,0.0406621434683832
0.0188757481765573,0.040230935682542
0.0188008005468887,0.0398150578373267
0.0187277067965577,0.0394143415978156
0.0186564064664402,0.0390286186290872
0.0185868390974122,0.0386577205962198
0.0185189442303495,0.0383014791642918
0.0184526614061283,0.0379597259983815
0.0183879301656243,0.0376322927635674
0.0183246900497137,0.0373190111249278
0.0182628805992722,0.0370197127475412
0.0182024413551759,0.0367342292964858
0.0181433118583006,0.03646239243684
0.0180854316495225,0.0362040338336823
0.0180287402697173,0.035958985152091
0.017973177259761,0.0357270780571445
0.0179185789748643,0.0355065693073171
0.0178642947209885,0.0352879664195122
0.0178102346554324,0.0350698463414634
0.0177564153299467,0.0348523748487805
0.017702853296282,0.0346357177170732
0.0176495651061888,0.0344200407219512
0.0175965673114178,0.0342055096390244
0.0175438764637196,0.0339922902439024
0.0174915091148448,0.0337805483121951
0.0174394818165441,0.0335704496195122
0.017387811120568,0.0333621599414634
0.0173365135786671,0.0331558450536585
0.0172856057425921,0.0329516707317073
0.0172351041640937,0.0327498027512195
0.0171850253949223,0.0325504068878049
0.0171353859868286,0.0323536489170732
0.0170862024915633,0.0321596946146342
0.0170374914608769,0.0319687097560976
0.0169892694465201,0.0317808601170732
0.0169415530002434,0.0315963114731707
0.0168943586737975,0.0314152296
0.0168477030189331,0.0312377802731707
0.0168016025874006,0.0310641292682927
0.0167560739309508,0.0308944423609756
0.0167111336013342,0.0307288853268293
0.0166667981503015,0.0305676239414634
0.0166230841296033,0.0304108239804878
0.0165800080909901,0.0302586512195122
0.0165375865862127,0.0301112714341463
0.0164958361670215,0.0299688504
0.0164547733851673,0.0298315538926829
0.0164144147924007,0.0296995476878049
0.0163747769404722,0.0295729975609756
0.0163358763811325,0.0294520692878049
0.0162977296661321,0.0293369286439024
0.0162603533472218,0.029227741404878
0.0162237639761521,0.0291246733463415
0.0161879781046736,0.0290278902439024
0.0161530122845369,0.0289375578731707
0.0161188830674928,0.0288538420097561
0.0160856070052916,0.0287769084292683
0.0160532006496842,0.0287069229073171
0.0160216805524211,0.0286440512195122
0.0159910632652529,0.0285884591414634
0.0159613653399302,0.0285403124487805
0.0159326033282037,0.0284997769170732
0.0159047937818239,0.0284670183219512
0.0158779532525416,0.0284422024390244
0.0158520982921072,0.0284254950439024
0.0158272454522714,0.0284170619121951
0.0158034112847848,0.0284170688195122
